slug,brand,product_name,category,upc,usda_fdc_id,serving_size,servings_per_package,calories,protein_g,total_fat_g,saturated_fat_g,total_carbs_g,fiber_g,sugars_g,added_sugars_g,sodium_mg,score,grade,protein_density_score,ingredient_quality_score,sugar_load_score,sodium_load_score,fiber_score,saturated_fat_score,last_verified,report_url
lightlife-plant-based-burgers-8-oz-0-25-lb,Lightlife,Lightlife Plant-Based Burger,Plant-Based Meat,0043454424909,2611359,1 patty (113 g),,250,20,17,5,6,1.02,0.994,0,390,74,B-,77,75,99,64,36,73,2026-05-28,https://labelgrade.com/lightlife-plant-based-burgers-8-oz-0-25-lb
lyrical-foods-inc-kite-hill-artisan-almond-milk-yogurt-peach,Kite Hill,"Kite Hill Artisan Almond Milk Yogurt, Peach",Yogurt,856624004159,437783,1 cup (150 g),,180,5,11,1.5,16,0,15,,0,74,B-,55,77,70,100,30,95,2026-05-28,https://labelgrade.com/lyrical-foods-inc-kite-hill-artisan-almond-milk-yogurt-peach
oatly-original-oatmilk-32-fl-oz-1-quart-946-ml,Oatly,Oatly Original Oatmilk,Plant Based Milk,190646640026,2309560,1 cup (240 ml),,120,3,5,0.5,16,2,7,7,100,74,B-,52,75,72,100,36,99,2026-05-28,https://labelgrade.com/oatly-original-oatmilk-32-fl-oz-1-quart-946-ml
orgain-organic-protein-nutritional-shake-11-fl-oz-330-ml,Orgain,Orgain Organic Protein Plant-Based Nutritional Shake (Vanilla Bean),Protein Shakes (Ready-to-Drink),851770003223,2339252,1 carton (330 mL),,230,16,6,1,28,2,10,10,260,74,B-,57,80,60,100,34,98,2026-05-31,https://labelgrade.com/orgain-organic-protein-nutritional-shake-11-fl-oz-330-ml
peanut-butter-and-co-smooth-operator-creamy-1-15-oz-32-g,Peanut Butter & Co.,Smooth Operator Creamy Peanut Butter,Nut & Seed Butters,851087000311,2628484,1 PACK,,180,7,15,2.5,8,1.98,3,,99.8,74,B-,83,80,79,66,73,57,2026-06-05,https://labelgrade.com/peanut-butter-and-co-smooth-operator-creamy-1-15-oz-32-g
slimfast-original-meal-replacement-shakes-creamy-milk-chocolate-44-fl-oz-1-3-l,SlimFast,Original Creamy Milk Chocolate Shake,Meal Replacement Shakes,008346740017,2484646,1 bottle,,179,10,5,1.01,25,4.88,19,4.88,120,74,B-,55,66,80,100,41,98,2026-06-06,https://labelgrade.com/slimfast-original-meal-replacement-shakes-creamy-milk-chocolate-44-fl-oz-1-3-l
stryve-original-beef-biltong-2-25-oz-64-g,Stryve,"Original Beef Biltong, Original",Other Snacks,856492007467,2670208,1 oz,,89.9,16,2,0,0,0,0,0,430,74,B-,100,72,100,0,30,100,2026-06-03,https://labelgrade.com/stryve-original-beef-biltong-2-25-oz-64-g
thomas-mini-bagels,Thomas',Thomas' Plain Mini Bagels,Breads & Buns,048121216832,2021311,1 mini bagel (43 g),,120,5,1,0,24,2.02,3,,190,74,B-,67,71,85,52,63,100,2026-05-28,https://labelgrade.com/thomas-mini-bagels
triscuit-crackers-original-1x12-5-oz,Triscuit,Original Crackers,Other Snacks,00044000051693,1461209,6 crackers (28g),,120,3,3.5,0,20,,0,,160,74,B-,66,80,100,42,30,100,2026-06-05,https://labelgrade.com/triscuit-crackers-original-1x12-5-oz
yoplait-original-strawberry-low-fat-yogurt-6-onz,Yoplait,Yoplait Original Strawberry Low Fat Yogurt,Yogurt,00070470409610,2233965,1 container (170 g),,150,6,2.01,1,25,,18,,95.2,74,B-,55,80,62,100,30,97,2026-05-28,https://labelgrade.com/yoplait-original-strawberry-low-fat-yogurt-6-onz
amys-broccoli-cheddar-organic-soups-10-oz-284-g,Amy's,Organic Broccoli Cheddar Soup,Soups & Broths,042272006465,2081745,1 BOWL,,310,10,20,12,23,3.12,3.01,,571,73,B-,55,83,100,75,38,74,2026-06-05,https://labelgrade.com/amys-broccoli-cheddar-organic-soups-10-oz-284-g
annies-super-mac-shells-and-real-aged-cheddar-cheese-6-onz,Annie's,Annie's Super Mac Shells & Real Aged Cheddar,Pasta & Boxed Meals,00013562134144,2746554,"2.6 oz dry (74 g), ~1 cup prepared",,280,15,4.5,2,45,5.99,5,0,660,73,B-,80,72,100,20,87,82,2026-05-28,https://labelgrade.com/annies-super-mac-shells-and-real-aged-cheddar-cheese-6-onz
bear-naked-cereal-granola-all-natural-fit-triple-berry-12oz-12-onz,Bear Naked,Fit Triple Berry Granola,Cereal,00856416000703,2719778,1/2 Cup,,210,4.78,4.89,0.624,40.1,4.52,10.8,9.57,148,73,B-,64,72,60,68,91,94,2026-06-05,https://labelgrade.com/bear-naked-cereal-granola-all-natural-fit-triple-berry-12oz-12-onz
classico-tomato-and-basil-pasta-sauce-14-oz-397-g,Classico,Tomato & Basil Pasta Sauce,Prepared Pasta & Pizza Sauces,041129077115,2446251,1/2 cup,,50,2,1,0,8,2,5,,410,73,B-,52,75,95,65,41,100,2026-06-05,https://labelgrade.com/classico-tomato-and-basil-pasta-sauce-14-oz-397-g
lean-cuisine-herb-roasted-chicken-8oz-8-onz,Lean Cuisine,Herb Roasted Chicken,Frozen Dinners & Entrees,00013800166081,2758632,1 package (226g),,181,18,4.5,0.994,17,2.03,4,0.904,581,73,B-,62,64,96,71,36,98,2026-06-05,https://labelgrade.com/lean-cuisine-herb-roasted-chicken-8oz-8-onz
lean-cuisine-spaghetti-with-meatballs-9-5oz-box-5-onz,Lean Cuisine,Lean Cuisine Spaghetti with Meatballs,Frozen Meals,00013800103901,2758626,1 package (269 g),,280,17,4.49,1.51,43,4.04,5,1.88,670,73,B-,59,70,92,71,41,97,2026-05-28,https://labelgrade.com/lean-cuisine-spaghetti-with-meatballs-9-5oz-box-5-onz
newmans-own-organics-marinara-pasta-sauce-23-5-oz-666-g,Newman's Own,Organics Marinara Pasta Sauce,Prepared Pasta & Pizza Sauces,020662003904,2076930,0.5 cup,,80,2,4,0.504,9,1.97,6,,380,73,B-,52,78,94,67,41,98,2026-06-05,https://labelgrade.com/newmans-own-organics-marinara-pasta-sauce-23-5-oz-666-g
planters-dry-roasted-peanuts-7-oz-199-g,Planters,Dry Roasted Peanuts,Nuts & Seeds,029000027114,1977312,1 oz,,160,7,14,2,5,1.99,2,1.01,150,73,B-,88,73,92,45,80,59,2026-06-05,https://labelgrade.com/planters-dry-roasted-peanuts-7-oz-199-g
pure-protein-birthday-cake-bar-10-56-oz-300-g,Pure Protein,Pure Protein Birthday Cake Bar,"Snack, Energy & Granola Bars",749826763316,2666642,1 bar (50 g),,200,20,5,3.5,18,0,3,,160,73,B-,100,57,98,66,30,60,2026-05-28,https://labelgrade.com/pure-protein-birthday-cake-bar-10-56-oz-300-g
quaker-instant-oatmeal-express-cup-apple-cinnamon-1-51z-12-1n,Quaker,Quaker Instant Quaker Oatmeal Express Cup Apple Cinnamon 1.51z/12,Cereal,00030000562086,2681083,1 Packet (43 g),,160,4,2,0.499,33,4,11,8,160,73,B-,64,72,59,62,95,94,2026-06-05,https://labelgrade.com/quaker-instant-oatmeal-express-cup-apple-cinnamon-1-51z-12-1n
quest-nacho-cheese-tortilla-style-protein-chips-4-oz-113-g,Quest,Quest Nacho Cheese Tortilla Style Protein Chips,Protein Chips & Snacks,888849008759,2653056,1 bag (28 g),,130,16,5,1,5,1.01,1,0,290,73,B-,100,69,100,14,55,77,2026-05-28,https://labelgrade.com/quest-nacho-cheese-tortilla-style-protein-chips-4-oz-113-g
v8-100-vegetable-juice-original,V8,Original 100% Vegetable Juice,Juice,051000211767,1627215,8 OZA,,50.4,1.99,0,0,10,1.92,7.01,,650,73,B-,51,75,96,70,36,100,2026-06-06,https://labelgrade.com/v8-100-vegetable-juice-original
wholly-classic-guacamole-28-oz-1-75-lbs-794-g,Wholly,"Classic Guacamole, Classic",Dips & Salsa,616112028155,2286136,2 Tbsp,,60,0.999,5,0.999,3,2.01,0,,105,73,B-,55,75,100,63,77,78,2026-06-05,https://labelgrade.com/wholly-classic-guacamole-28-oz-1-75-lbs-794-g
amys-pizza-bites-cheese-6-1-oz-173-g,Amy's,Cheese Pizza Bites,Pizza,042272009602,2081810,4 PIZZA BITES,,180,7,8,2.5,19,1,2,,380,72,B-,64,83,100,48,39,79,2026-06-05,https://labelgrade.com/amys-pizza-bites-cheese-6-1-oz-173-g
brunswick-sardines-in-tomato-basil-sauce-3-75-oz-106-g,Brunswick,Sardines in Tomato & Basil Sauce,Canned Seafood,066613019617,2018037,1 CAN,,151,16,8,1.5,3,0,2,,530,72,B-,73,74,92,47,30,92,2026-06-05,https://labelgrade.com/brunswick-sardines-in-tomato-basil-sauce-3-75-oz-106-g
campbell-soup-company-campbells-chunky-sirloin-burger,Campbell's,Chunky Sirloin Burger Soup,Soups & Broths,00051000268532,771902,1 CUP (240mL),,120,6,3,1.01,18,2.88,3,,790,72,B-,54,69,100,65,38,98,2026-06-05,https://labelgrade.com/campbell-soup-company-campbells-chunky-sirloin-burger
cascadian-farm-organic-oats-and-honey-granola-11-onz,Cascadian Farm,Organic Oats & Honey Granola,Cereal,00021908133218,2754967,Bowl per 2/3 cup,,270,6,7,0.998,46,2.98,14,14,105,72,B-,65,78,44,83,64,90,2026-06-05,https://labelgrade.com/cascadian-farm-organic-oats-and-honey-granola-11-onz
daisy-cottage-cheese-4-milkfat-minimum,Daisy,"Daisy Cottage Cheese, 4% Milkfat Minimum",Milk/Milk Substitutes,00073420531249,2756066,170g,,160,14,5,3,14,1,10,4,420,72,B-,62,75,84,71,34,89,2026-06-04,https://labelgrade.com/daisy-cottage-cheese-4-milkfat-minimum
del-monte-sliced-pears-lite-15-oz-425-g,Del Monte,"Del Monte, Sliced Pears, Lite, Lite",Canned Fruit,024000167303,2617964,0.5 cup,,59.5,0,0,0,15,1.98,12,,4.96,72,B-,50,80,52,100,41,100,2026-06-05,https://labelgrade.com/del-monte-sliced-pears-lite-15-oz-425-g
fritos-scoops-corn-chips,Fritos,Scoops! Corn Chips,"Chips, Pretzels & Snacks",028400170048,1594587,1 oz,,160,2,10,1.5,16,1.01,0,,105,72,B-,61,80,100,62,55,68,2026-06-05,https://labelgrade.com/fritos-scoops-corn-chips
healthy-choice-cafe-steamers-beef-merlot-9-5-onz,Healthy Choice,Healthy Choice Cafe Steamers Beef Merlot,Frozen Meals,00072655001022,2758011,1 meal (269 g),,180,13,3.5,1.51,24,4.04,6,1.88,576,72,B-,57,65,92,74,41,97,2026-05-28,https://labelgrade.com/healthy-choice-cafe-steamers-beef-merlot-9-5-onz
hippeas-vegan-white-cheddar-chickpea-puffs-6-oz-170-g,Hippeas,Hippeas Vegan White Cheddar Chickpea Puffs,Other Snacks,810122080220,2670667,"1 oz (28 g, ~2 servings)",,60.1,2,2.5,0,9,0.994,0,0.994,110,72,B-,71,72,84,26,80,100,2026-05-28,https://labelgrade.com/hippeas-vegan-white-cheddar-chickpea-puffs-6-oz-170-g
kodiak-cakes-buttermilk-and-vanilla-power-waffles-13-4-oz-380-g,Kodiak Cakes,Buttermilk & Vanilla Power Waffles,Frozen Breakfast,705599012211,2665708,2 waffles,,240,12,11,1,24,2.96,7,6,360,72,B-,74,73,76,49,57,93,2026-06-05,https://labelgrade.com/kodiak-cakes-buttermilk-and-vanilla-power-waffles-13-4-oz-380-g
morningstar-farms-breakfast-sausage-patties-892-8-lbr,MorningStar Farms,MorningStar Farms Original Sausage Patties,Plant-Based Meat,30028989971525,2682481,1 patty (38 g),,71.1,9.01,2.66,0.418,3.88,0.874,0.494,0.494,254,72,B-,86,59,97,32,46,94,2026-05-28,https://labelgrade.com/morningstar-farms-breakfast-sausage-patties-892-8-lbr
planters-deluxe-whole-cashews,Planters,Deluxe Whole Cashews,Nuts & Seeds,3026440016156,2082078,1 oz,,160,5,13,2.5,9,1.01,2,,94.9,72,B-,77,80,91,64,55,52,2026-06-05,https://labelgrade.com/planters-deluxe-whole-cashews
progresso-vegetable-classics-minestrone-canned-soup-19-onz,Progresso,Vegetable Classics Minestrone Soup,Soups & Broths,00041196010121,2758086,Per Can,,210,10,1.51,0,43,9.15,8.02,2.15,1550,72,B-,53,68,91,68,42,100,2026-06-05,https://labelgrade.com/progresso-vegetable-classics-minestrone-canned-soup-19-onz
ragu-old-world-style-traditional-sauce-24-oz-680-g,Ragu,Old World Style Traditional Sauce,Prepared Pasta & Pizza Sauces,036866002506,1853181,0.5 cup,,80,2,2,0,13,2,8,,480,72,B-,52,75,93,61,41,100,2026-06-05,https://labelgrade.com/ragu-old-world-style-traditional-sauce-24-oz-680-g
raos-homemade-marinara-sauce-22-oz-1-4-lbs-624-g,Rao's,Homemade Marinara Sauce,Prepared Pasta & Pizza Sauces,747479000215,2403200,1/2 cup,,80,2,6,1,6,1,4,,430,72,B-,52,75,96,64,36,96,2026-06-05,https://labelgrade.com/raos-homemade-marinara-sauce-22-oz-1-4-lbs-624-g
sabra-classic-hummus-2-oz-57-g,Sabra,Sabra Classic Hummus,Dips & Spreads,040822011112,2055018,2 oz (57 g),,150,4,11,1.5,9,3,1,,260,72,B-,61,75,98,51,67,83,2026-05-28,https://labelgrade.com/sabra-classic-hummus-2-oz-57-g
skippy-peanut-butter-spread-creamy-15-oz-425-g,Skippy,Creamy Peanut Butter,Nut & Seed Butters,048001212107,1851232,2 Tbsp,,210,7,17,4,6,1.98,2,,74.9,72,B-,83,80,86,72,73,39,2026-06-05,https://labelgrade.com/skippy-peanut-butter-spread-creamy-15-oz-425-g
so-delicious-cultured-plain-yogurt-5-3oz-made-with-organic-coconut-3-onz,So Delicious,"So Delicious Cultured Coconutmilk Yogurt, Plain",Plant-Based Yogurt,00744473000142,2744903,1 cup (150 g),,110,1,5,4,17,1.95,9,9,30,72,B-,51,86,64,100,39,83,2026-05-28,https://labelgrade.com/so-delicious-cultured-plain-yogurt-5-3oz-made-with-organic-coconut-3-onz
tostitos-original-restaurant-style-tortilla-chips-13-ounce-plastic-bag,Tostitos,Original Restaurant Style Tortilla Chips,"Chips, Pretzels & Snacks",00028400063999,1457404,about 7 chips (28g),,140,2,7,1,19,1.01,0,,115,72,B-,61,80,100,54,55,77,2026-06-05,https://labelgrade.com/tostitos-original-restaurant-style-tortilla-chips-13-ounce-plastic-bag
